path,label,score
data\validation\fake\fake_1647.jpg,0,2.0659522306232248e-06
data\validation\fake\fake_16470.jpg,0,0.01323782466351986
data\validation\fake\fake_16471.jpg,0,4.779986284120241e-06
data\validation\fake\fake_16472.jpg,0,0.0018971313256770372
data\validation\fake\fake_16473.jpg,0,0.00031815661350265145
data\validation\fake\fake_16474.jpg,0,2.8276890589040704e-05
data\validation\fake\fake_16475.jpg,0,0.0023296501021832228
data\validation\fake\fake_16476.jpg,0,0.001527875429019332
data\validation\fake\fake_16477.jpg,0,0.0001143293411587365
data\validation\fake\fake_16478.jpg,0,0.00014558120165020227
data\validation\fake\fake_16479.jpg,0,6.541148195537971e-06
data\validation\fake\fake_1648.jpg,0,6.308200681814924e-06
data\validation\fake\fake_16480.jpg,0,0.0019734492525458336
data\validation\fake\fake_16481.jpg,0,0.002676134929060936
data\validation\fake\fake_16482.jpg,0,0.0012842457508668303
data\validation\fake\fake_16483.jpg,0,0.00034978106850758195
data\validation\fake\fake_16484.jpg,0,2.6052659450215288e-05
data\validation\fake\fake_16485.jpg,0,0.000985697377473116
data\validation\fake\fake_16486.jpg,0,0.0009730226011015475
data\validation\fake\fake_16487.jpg,0,0.8174890875816345
data\validation\fake\fake_16488.jpg,0,0.9711681604385376
data\validation\fake\fake_16489.jpg,0,2.872328650482814e-06
data\validation\fake\fake_1649.jpg,0,5.686636541213375e-06
data\validation\fake\fake_16490.jpg,0,2.1290956283337437e-05
data\validation\fake\fake_16491.jpg,0,8.066704140219372e-06
data\validation\fake\fake_16492.jpg,0,2.0581319404300302e-05
data\validation\fake\fake_16493.jpg,0,7.314436970773386e-06
data\validation\fake\fake_16494.jpg,0,0.0091263921931386
data\validation\fake\fake_16495.jpg,0,0.0003304140700493008
data\validation\fake\fake_16496.jpg,0,0.0001134015474235639
data\validation\fake\fake_16497.jpg,0,0.0010164212435483932
data\validation\fake\fake_16498.jpg,0,8.377133440262696e-07
data\validation\fake\fake_16499.jpg,0,4.935609467793256e-06
data\validation\fake\fake_165.jpg,0,1.8474662510925555e-06
data\validation\fake\fake_1650.jpg,0,5.790621798951179e-06
data\validation\fake\fake_16500.jpg,0,0.023309819400310516
data\validation\fake\fake_16501.jpg,0,0.0009400477283634245
data\validation\fake\fake_16502.jpg,0,0.0019790169317275286
data\validation\fake\fake_16503.jpg,0,2.6317002266296186e-05
data\validation\fake\fake_16504.jpg,0,5.137338666827418e-05
data\validation\fake\fake_16505.jpg,0,0.0005150020006112754
data\validation\fake\fake_16506.jpg,0,5.2730105380760506e-05
data\validation\fake\fake_16507.jpg,0,0.005717749707400799
data\validation\fake\fake_16508.jpg,0,0.0004948069690726697
data\validation\fake\fake_16509.jpg,0,8.411593626078684e-06
data\validation\fake\fake_1651.jpg,0,7.078167982399464e-05
data\validation\fake\fake_16510.jpg,0,0.003890067106112838
data\validation\fake\fake_16511.jpg,0,0.0002684523642528802
data\validation\fake\fake_16512.jpg,0,6.575864244950935e-05
data\validation\fake\fake_16513.jpg,0,3.571179377104272e-06
data\validation\fake\fake_16514.jpg,0,3.1613060400559334e-06
data\validation\fake\fake_16515.jpg,0,0.0007837822777219117
data\validation\fake\fake_16516.jpg,0,0.9952982068061829
data\validation\fake\fake_16517.jpg,0,0.0008081663982011378
data\validation\fake\fake_16518.jpg,0,0.00010429792746435851
data\validation\fake\fake_16519.jpg,0,0.00013548435526899993
data\validation\fake\fake_1652.jpg,0,4.162403001828352e-06
data\validation\fake\fake_16520.jpg,0,0.00020603529992513359
data\validation\fake\fake_16521.jpg,0,0.00034239294473081827
data\validation\fake\fake_16522.jpg,0,0.00011686294601531699
data\validation\fake\fake_16523.jpg,0,0.0045000603422522545
data\validation\fake\fake_16524.jpg,0,1.5781763067934662e-05
data\validation\fake\fake_16525.jpg,0,0.0012483436148613691
data\validation\fake\fake_16526.jpg,0,0.0006967152003198862
data\validation\fake\fake_16527.jpg,0,0.0015608505345880985
data\validation\fake\fake_16528.jpg,0,1.410856043548847e-06
data\validation\fake\fake_16529.jpg,0,2.5432971142436145e-06
data\validation\fake\fake_1653.jpg,0,3.5140569707436953e-06
data\validation\fake\fake_16530.jpg,0,0.0010417030425742269
data\validation\fake\fake_16531.jpg,0,2.3062484615365975e-06
data\validation\fake\fake_16532.jpg,0,1.4978461422288092e-06
data\validation\fake\fake_16533.jpg,0,1.543317466712324e-06
data\validation\fake\fake_16534.jpg,0,1.2173459253972396e-05
data\validation\fake\fake_16535.jpg,0,0.00015316522330977023
data\validation\fake\fake_16536.jpg,0,0.14767833054065704
data\validation\fake\fake_16537.jpg,0,0.09807931631803513
data\validation\fake\fake_16538.jpg,0,1.9812102891592076e-06
data\validation\fake\fake_16539.jpg,0,9.832125942921266e-05
data\validation\fake\fake_1654.jpg,0,7.673997970414348e-06
data\validation\fake\fake_16540.jpg,0,0.0002638655132614076
data\validation\fake\fake_16541.jpg,0,1.1579491911106743e-05
data\validation\fake\fake_16542.jpg,0,2.3241548205987783e-06
data\validation\fake\fake_16543.jpg,0,0.00012003296433249488
data\validation\fake\fake_16544.jpg,0,1.468737445975421e-05
data\validation\fake\fake_16545.jpg,0,1.2974991477676667e-05
data\validation\fake\fake_16546.jpg,0,7.463184010703117e-05
data\validation\fake\fake_16547.jpg,0,0.021884063258767128
data\validation\fake\fake_16548.jpg,0,8.471121691400185e-05
data\validation\fake\fake_16549.jpg,0,0.3966992199420929
data\validation\fake\fake_1655.jpg,0,7.933542292448692e-06
data\validation\fake\fake_16550.jpg,0,3.081438990193419e-05
data\validation\fake\fake_16551.jpg,0,0.0009347933810204268
data\validation\fake\fake_16552.jpg,0,5.720135618503264e-07
data\validation\fake\fake_16553.jpg,0,5.005446382710943e-06
data\validation\fake\fake_16554.jpg,0,0.0003177931357640773
data\validation\fake\fake_16555.jpg,0,0.0013339873403310776
data\validation\fake\fake_16556.jpg,0,7.535890745202778e-06
data\validation\fake\fake_16557.jpg,0,1.0520187970541883e-05
data\validation\fake\fake_16558.jpg,0,0.9999998807907104
data\validation\fake\fake_16559.jpg,0,0.001082787523046136
data\validation\fake\fake_1656.jpg,0,6.859398581582354e-06
data\validation\fake\fake_16560.jpg,0,0.00016841555770952255
data\validation\fake\fake_16561.jpg,0,0.5071134567260742
data\validation\fake\fake_16562.jpg,0,2.0864372345386073e-06
data\validation\fake\fake_16563.jpg,0,0.00013305817265063524
data\validation\fake\fake_16564.jpg,0,7.330508378800005e-05
data\validation\fake\fake_16565.jpg,0,0.0014851238811388612
data\validation\fake\fake_16566.jpg,0,0.000603006687015295
data\validation\fake\fake_16567.jpg,0,2.2163745597936213e-05
data\validation\fake\fake_16568.jpg,0,0.0002762943331617862
data\validation\fake\fake_16569.jpg,0,0.006337540689855814
data\validation\fake\fake_1657.jpg,0,8.770055615059391e-07
data\validation\fake\fake_16570.jpg,0,1.0670060873962939e-05
data\validation\fake\fake_16571.jpg,0,1.7857362763606943e-05
data\validation\fake\fake_16572.jpg,0,0.0012483311584219337
data\validation\fake\fake_16573.jpg,0,0.00787480641156435
data\validation\fake\fake_16574.jpg,0,0.00016195235366467386
data\validation\fake\fake_16575.jpg,0,0.36141055822372437
data\validation\fake\fake_16576.jpg,0,3.9001417462714016e-05
data\validation\fake\fake_16577.jpg,0,1.2744461855618283e-05
data\validation\fake\fake_16578.jpg,0,3.059656228288077e-05
data\validation\fake\fake_16579.jpg,0,0.00016456223966088146
data\validation\fake\fake_1658.jpg,0,2.6681736926548183e-05
data\validation\fake\fake_16580.jpg,0,7.106079283403233e-05
data\validation\fake\fake_16581.jpg,0,1.8396812038190546e-06
data\validation\fake\fake_16582.jpg,0,0.00010078076593345031
data\validation\fake\fake_16583.jpg,0,4.742245437228121e-06
data\validation\fake\fake_16584.jpg,0,0.004643106367439032
data\validation\fake\fake_16585.jpg,0,0.0011203965405002236
data\validation\fake\fake_16586.jpg,0,3.3110340154962614e-05
data\validation\fake\fake_16587.jpg,0,0.00017248997755814344
data\validation\fake\fake_16588.jpg,0,2.7213943667447893e-06
data\validation\fake\fake_16589.jpg,0,7.335221744142473e-05
data\validation\fake\fake_1659.jpg,0,8.426141903328244e-06
data\validation\fake\fake_16590.jpg,0,0.0005729792173951864
data\validation\fake\fake_16591.jpg,0,0.00011207935312995687
data\validation\fake\fake_16592.jpg,0,1.121136847359594e-05
data\validation\fake\fake_16593.jpg,0,3.123352871625684e-05
data\validation\fake\fake_16594.jpg,0,7.192799967015162e-05
data\validation\fake\fake_16595.jpg,0,0.0003632951993495226
data\validation\fake\fake_16596.jpg,0,6.918131839483976e-05
data\validation\fake\fake_16597.jpg,0,8.66597190452012e-07
data\validation\fake\fake_16598.jpg,0,0.037371959537267685
data\validation\fake\fake_16599.jpg,0,2.112446782120969e-05
data\validation\fake\fake_166.jpg,0,3.914809894922655e-06
data\validation\fake\fake_1660.jpg,0,9.177623724099249e-05
data\validation\fake\fake_16600.jpg,0,1.2541806427179836e-05
data\validation\fake\fake_16601.jpg,0,3.3538595744175836e-05
data\validation\fake\fake_16602.jpg,0,2.8614838811336085e-05
data\validation\fake\fake_16603.jpg,0,0.0013338291319087148
data\validation\fake\fake_16604.jpg,0,0.0005549666238948703
data\validation\fake\fake_16605.jpg,0,0.00015649602573830634
data\validation\fake\fake_16606.jpg,0,0.00012135288125136867
data\validation\fake\fake_16607.jpg,0,1.8887914848164655e-05
data\validation\fake\fake_16608.jpg,0,4.096467819181271e-05
data\validation\fake\fake_16609.jpg,0,3.081436443608254e-05
data\validation\fake\fake_1661.jpg,0,0.0020196279510855675
data\validation\fake\fake_16610.jpg,0,1.1979198461631313e-05
data\validation\fake\fake_16611.jpg,0,0.00012631416029762477
data\validation\fake\fake_16612.jpg,0,2.6844083549804054e-05
data\validation\fake\fake_16613.jpg,0,0.0017113806679844856
data\validation\fake\fake_16614.jpg,0,1.5464187526958995e-05
data\validation\fake\fake_16615.jpg,0,0.0005093176732771099
data\validation\fake\fake_16616.jpg,0,1.4140985513222404e-05
data\validation\fake\fake_16617.jpg,0,3.9662409108132124e-05
data\validation\fake\fake_16618.jpg,0,6.876414317957824e-06
data\validation\fake\fake_16619.jpg,0,1.9653911294881254e-05
data\validation\fake\fake_1662.jpg,0,3.914507487934316e-06
data\validation\fake\fake_16620.jpg,0,4.7909270506352186e-05
data\validation\fake\fake_16621.jpg,0,1.781536980161036e-06
data\validation\fake\fake_16622.jpg,0,0.0009145766380243003
data\validation\fake\fake_16623.jpg,0,0.0037041683681309223
data\validation\fake\fake_16624.jpg,0,0.027018213644623756
data\validation\fake\fake_16625.jpg,0,0.0002763662487268448
data\validation\fake\fake_16626.jpg,0,6.801342533435673e-05
data\validation\fake\fake_16627.jpg,0,3.480606392258778e-05
data\validation\fake\fake_16628.jpg,0,0.00020851318549830467
data\validation\fake\fake_16629.jpg,0,0.0005532177165150642
data\validation\fake\fake_1663.jpg,0,1.8577577066025697e-05
data\validation\fake\fake_16630.jpg,0,0.00015088084910530597
data\validation\fake\fake_16631.jpg,0,1.3996502275404055e-05
data\validation\fake\fake_16632.jpg,0,0.029094809666275978
data\validation\fake\fake_16633.jpg,0,0.0015439271228387952
data\validation\fake\fake_16634.jpg,0,3.607949838624336e-05
data\validation\fake\fake_16635.jpg,0,8.08454024081584e-06
data\validation\fake\fake_16636.jpg,0,0.00023820102796889842
data\validation\fake\fake_16637.jpg,0,0.26581329107284546
data\validation\fake\fake_16638.jpg,0,0.3022612929344177
data\validation\fake\fake_16639.jpg,0,0.00019482335483189672
data\validation\fake\fake_1664.jpg,0,5.997765765641816e-05
data\validation\fake\fake_16640.jpg,0,0.00011684712080750614
data\validation\fake\fake_16641.jpg,0,0.0009608622058294713
data\validation\fake\fake_16642.jpg,0,6.195759851834737e-06
data\validation\fake\fake_16643.jpg,0,2.3476970909541706e-06
data\validation\fake\fake_16644.jpg,0,0.0020875828340649605
data\validation\fake\fake_16645.jpg,0,0.0006851190701127052
data\validation\fake\fake_16646.jpg,0,0.06962676346302032
data\validation\fake\fake_16647.jpg,0,0.00016390826203860343
data\validation\fake\fake_16648.jpg,0,0.04137701168656349
data\validation\fake\fake_16649.jpg,0,4.288523268769495e-05
data\validation\fake\fake_1665.jpg,0,4.77933917863993e-06
data\validation\fake\fake_16650.jpg,0,4.593520316120703e-06
data\validation\fake\fake_16651.jpg,0,8.977011748356745e-05
data\validation\fake\fake_16652.jpg,0,0.0002703236823435873
data\validation\fake\fake_16653.jpg,0,0.0009052398963831365
data\validation\fake\fake_16654.jpg,0,0.01152691151946783
data\validation\fake\fake_16655.jpg,0,4.5102399326424347e-07
data\validation\fake\fake_16656.jpg,0,4.752545464725699e-06
data\validation\fake\fake_16657.jpg,0,1.2294692623981973e-06
data\validation\fake\fake_16658.jpg,0,4.676622120314278e-05
data\validation\fake\fake_16659.jpg,0,3.43127294399892e-06
data\validation\fake\fake_1666.jpg,0,1.2891141523141414e-06
data\validation\fake\fake_16660.jpg,0,0.00011887975415447727
data\validation\fake\fake_16661.jpg,0,0.0005654387059621513
data\validation\fake\fake_16662.jpg,0,1.3802550711261574e-05
data\validation\fake\fake_16663.jpg,0,1.4602223927795421e-05
data\validation\fake\fake_16664.jpg,0,1.6861989934113808e-05
data\validation\fake\fake_16665.jpg,0,8.173563401214778e-05
data\validation\fake\fake_16666.jpg,0,0.0020816579926759005
data\validation\fake\fake_16667.jpg,0,0.08090587705373764
data\validation\fake\fake_16668.jpg,0,3.360951450304128e-05
data\validation\fake\fake_16669.jpg,0,0.00021507119527086616
data\validation\fake\fake_1667.jpg,0,3.2428638405690435e-06
data\validation\fake\fake_16670.jpg,0,9.92980640148744e-05
data\validation\fake\fake_16671.jpg,0,0.05615745112299919
data\validation\fake\fake_16672.jpg,0,8.02640788606368e-05
data\validation\fake\fake_16673.jpg,0,0.42585527896881104
data\validation\fake\fake_16674.jpg,0,0.0012001683935523033
data\validation\fake\fake_16675.jpg,0,1.5191170859907288e-05
data\validation\fake\fake_16676.jpg,0,5.0803180783987045e-05
data\validation\fake\fake_16677.jpg,0,0.8521709442138672
data\validation\fake\fake_16678.jpg,0,9.643490921007469e-05
data\validation\fake\fake_16679.jpg,0,7.068515697028488e-05
data\validation\fake\fake_1668.jpg,0,4.138831627642503e-06
data\validation\fake\fake_16680.jpg,0,0.7098469734191895
data\validation\fake\fake_16681.jpg,0,0.0010276702232658863
data\validation\fake\fake_16682.jpg,0,0.00013172657054383308
data\validation\fake\fake_16683.jpg,0,0.40228894352912903
data\validation\fake\fake_16684.jpg,0,0.44987255334854126
data\validation\fake\fake_16685.jpg,0,0.0010710826609283686
data\validation\fake\fake_16686.jpg,0,1.4535438594975858e-06
data\validation\fake\fake_16687.jpg,0,0.003344540251418948
data\validation\fake\fake_16688.jpg,0,0.00820739846676588
data\validation\fake\fake_16689.jpg,0,2.429392452540924e-06
data\validation\fake\fake_1669.jpg,0,7.039208185233292e-07
data\validation\fake\fake_16690.jpg,0,8.698764020209637e-08
data\validation\fake\fake_16691.jpg,0,8.789600542513654e-06
data\validation\fake\fake_16692.jpg,0,1.3588306501333136e-05
data\validation\fake\fake_16693.jpg,0,6.0586251493077725e-05
data\validation\fake\fake_16694.jpg,0,1.010686992231058e-05
data\validation\fake\fake_16695.jpg,0,1.740053812682163e-05
data\validation\fake\fake_16696.jpg,0,6.038077572156908e-06
data\validation\fake\fake_16697.jpg,0,0.00010408899106550962
data\validation\fake\fake_16698.jpg,0,0.0017667977372184396
data\validation\fake\fake_16699.jpg,0,9.315990610048175e-06
data\validation\fake\fake_167.jpg,0,2.241982741679749e-07
data\validation\fake\fake_1670.jpg,0,1.1348435691616032e-05
data\validation\fake\fake_16700.jpg,0,1.8364733023190638e-06
data\validation\fake\fake_16701.jpg,0,7.907512917881832e-05
data\validation\fake\fake_16702.jpg,0,8.583310409449041e-05
data\validation\fake\fake_16703.jpg,0,1.9147824787069112e-05
data\validation\fake\fake_16704.jpg,0,3.134195867460221e-05
data\validation\fake\fake_16705.jpg,0,0.0007909027626737952
data\validation\fake\fake_16706.jpg,0,1.405355942551978e-05
data\validation\fake\fake_16707.jpg,0,0.0001112821264541708
data\validation\fake\fake_16708.jpg,0,2.1991290850564837e-05
data\validation\fake\fake_16709.jpg,0,0.001187324640341103
data\validation\fake\fake_1671.jpg,0,1.0141861821466591e-06
data\validation\fake\fake_16710.jpg,0,7.420618931064382e-05
data\validation\fake\fake_16711.jpg,0,1.422266177542042e-05
data\validation\fake\fake_16712.jpg,0,6.832995495642535e-06
data\validation\fake\fake_16713.jpg,0,6.101937833591364e-05
data\validation\fake\fake_16714.jpg,0,3.3098280255217105e-05
data\validation\fake\fake_16715.jpg,0,1.8188073227065615e-05
data\validation\fake\fake_16716.jpg,0,2.3526592940470437e-06
data\validation\fake\fake_16717.jpg,0,0.003393113147467375
data\validation\fake\fake_16718.jpg,0,5.53630234207958e-05
data\validation\fake\fake_16719.jpg,0,9.900006261887029e-05
data\validation\fake\fake_1672.jpg,0,3.478082362562418e-06
data\validation\fake\fake_16720.jpg,0,1.969643108168384e-06
data\validation\fake\fake_16721.jpg,0,0.9994877576828003
data\validation\fake\fake_16722.jpg,0,0.0006168713443912566
data\validation\fake\fake_16723.jpg,0,0.00020197128469590098
data\validation\fake\fake_16724.jpg,0,0.07376693934202194
data\validation\fake\fake_16725.jpg,0,0.00010607029980747029
data\validation\fake\fake_16726.jpg,0,0.03059294819831848
data\validation\fake\fake_16727.jpg,0,2.172191125282552e-05
data\validation\fake\fake_16728.jpg,0,0.00034663756377995014
data\validation\fake\fake_16729.jpg,0,1.3526959037335473e-06
data\validation\fake\fake_1673.jpg,0,3.990580239587871e-07
data\validation\fake\fake_16730.jpg,0,0.3112124800682068
data\validation\fake\fake_16731.jpg,0,1.9424016500124708e-05
data\validation\fake\fake_16732.jpg,0,7.963943789945915e-05
data\validation\fake\fake_16733.jpg,0,0.00022049805556889623
data\validation\fake\fake_16734.jpg,0,0.022940145805478096
data\validation\fake\fake_16735.jpg,0,0.0008460576646029949
data\validation\fake\fake_16736.jpg,0,4.6124361688271165e-05
data\validation\fake\fake_16737.jpg,0,1.571614484419115e-05
data\validation\fake\fake_16738.jpg,0,1.6133086319314316e-05
data\validation\fake\fake_16739.jpg,0,3.3964049634960247e-06
data\validation\fake\fake_1674.jpg,0,2.7713171220966615e-05
data\validation\fake\fake_16740.jpg,0,0.00157481012865901
data\validation\fake\fake_16741.jpg,0,3.560440018191002e-05
data\validation\fake\fake_16742.jpg,0,2.1801165530632716e-06
data\validation\fake\fake_16743.jpg,0,4.7473935410380363e-05
data\validation\fake\fake_16744.jpg,0,2.2608917788602412e-05
data\validation\fake\fake_16745.jpg,0,0.0003247431304771453
data\validation\fake\fake_16746.jpg,0,5.832776878378354e-06
data\validation\fake\fake_16747.jpg,0,0.000874663470312953
data\validation\fake\fake_16748.jpg,0,0.0017162240110337734
data\validation\fake\fake_16749.jpg,0,0.0013176710344851017
data\validation\fake\fake_1675.jpg,0,5.964687716186745e-06
data\validation\fake\fake_16750.jpg,0,3.177993494318798e-05
data\validation\fake\fake_16751.jpg,0,0.0010722236474975944
data\validation\fake\fake_16752.jpg,0,0.00019485344819258898
data\validation\fake\fake_16753.jpg,0,0.994566798210144
data\validation\fake\fake_16754.jpg,0,2.1327758076949976e-05
data\validation\fake\fake_16755.jpg,0,3.7248355511110276e-05
data\validation\fake\fake_16756.jpg,0,0.0008133011288009584
data\validation\fake\fake_16757.jpg,0,0.00019795513071585447
data\validation\fake\fake_16758.jpg,0,0.002847126219421625
data\validation\fake\fake_16759.jpg,0,0.043503958731889725
data\validation\fake\fake_1676.jpg,0,9.47760952385579e-07
data\validation\fake\fake_16760.jpg,0,2.743640106928069e-05
data\validation\fake\fake_16761.jpg,0,4.828689634450711e-05
data\validation\fake\fake_16762.jpg,0,0.005461172666400671
data\validation\fake\fake_16763.jpg,0,7.892407666076906e-06
data\validation\fake\fake_16764.jpg,0,4.646819070330821e-05
data\validation\fake\fake_16765.jpg,0,0.029245879501104355
data\validation\fake\fake_16766.jpg,0,0.005510794464498758
data\validation\fake\fake_16767.jpg,0,0.0001326527853962034
data\validation\fake\fake_16768.jpg,0,0.005231975112110376
data\validation\fake\fake_16769.jpg,0,0.8286414742469788
data\validation\fake\fake_1677.jpg,0,1.2863204119639704e-06
data\validation\fake\fake_16770.jpg,0,0.00015454128151759505
data\validation\fake\fake_16771.jpg,0,0.00021040462888777256
data\validation\fake\fake_16772.jpg,0,0.9799052476882935
data\validation\fake\fake_16773.jpg,0,2.50324828812154e-05
data\validation\fake\fake_16774.jpg,0,0.0006286617717705667
data\validation\fake\fake_16775.jpg,0,0.000477983703603968
data\validation\fake\fake_16776.jpg,0,0.00032935672788880765
data\validation\fake\fake_16777.jpg,0,0.00032254503457807004
data\validation\fake\fake_16778.jpg,0,4.300925138522871e-05
data\validation\fake\fake_16779.jpg,0,3.8422117540903855e-06
data\validation\fake\fake_1678.jpg,0,1.672143662290182e-05
data\validation\fake\fake_16780.jpg,0,0.16990531980991364
data\validation\fake\fake_16781.jpg,0,1.1107076716143638e-05
data\validation\fake\fake_16782.jpg,0,0.0006343990098685026
data\validation\fake\fake_16783.jpg,0,0.00022452272241935134
data\validation\fake\fake_16784.jpg,0,5.8777561207534745e-05
data\validation\fake\fake_16785.jpg,0,3.563571624454198e-07
data\validation\fake\fake_16786.jpg,0,0.001055711880326271
data\validation\fake\fake_16787.jpg,0,0.0003695212653838098
data\validation\fake\fake_16788.jpg,0,0.0019266576273366809
data\validation\fake\fake_16789.jpg,0,2.9018612622166984e-05
data\validation\fake\fake_1679.jpg,0,2.314314542672946e-06
data\validation\fake\fake_16790.jpg,0,0.0002676417352631688
data\validation\fake\fake_16791.jpg,0,0.0001486530964029953
data\validation\fake\fake_16792.jpg,0,0.00044904783135280013
data\validation\fake\fake_16793.jpg,0,3.3088683267124e-05
data\validation\fake\fake_16794.jpg,0,0.00014406877744477242
data\validation\fake\fake_16795.jpg,0,0.0026537685189396143
data\validation\fake\fake_16796.jpg,0,4.266874384484254e-05
data\validation\fake\fake_16797.jpg,0,0.00012656782928388566
data\validation\fake\fake_16798.jpg,0,0.0025066134985536337
data\validation\fake\fake_16799.jpg,0,0.0011038276134058833
data\validation\fake\fake_168.jpg,0,2.1896910766372457e-05
data\validation\fake\fake_1680.jpg,0,0.00016425905050709844
data\validation\fake\fake_16800.jpg,0,0.000159108400112018
data\validation\fake\fake_16801.jpg,0,0.0002456117363180965
data\validation\fake\fake_16802.jpg,0,2.0215589756844565e-05
data\validation\fake\fake_16803.jpg,0,0.0008155630202963948
data\validation\fake\fake_16804.jpg,0,5.06518244947074e-06
data\validation\fake\fake_16805.jpg,0,3.062151881749742e-05
data\validation\fake\fake_16806.jpg,0,0.0020418306812644005
data\validation\fake\fake_16807.jpg,0,1.3157575267541688e-05
data\validation\fake\fake_16808.jpg,0,1.5042899576656055e-05
data\validation\fake\fake_16809.jpg,0,0.0027276116888970137
data\validation\fake\fake_1681.jpg,0,7.683613512199372e-05
data\validation\fake\fake_16810.jpg,0,0.00011836170597234741
data\validation\fake\fake_16811.jpg,0,0.0023251615930348635
data\validation\fake\fake_16812.jpg,0,2.7987927751382813e-05
data\validation\fake\fake_16813.jpg,0,7.198728417279199e-05
data\validation\fake\fake_16814.jpg,0,0.00013397305156104267
data\validation\fake\fake_16815.jpg,0,3.4038469038932817e-06
data\validation\fake\fake_16816.jpg,0,0.0006199621711857617
data\validation\fake\fake_16817.jpg,0,7.38840681151487e-05
data\validation\fake\fake_16818.jpg,0,0.0029726133216172457
data\validation\fake\fake_16819.jpg,0,0.00012951037206221372
data\validation\fake\fake_1682.jpg,0,3.4999898161913734e-06
data\validation\fake\fake_16820.jpg,0,0.00016167262219823897
data\validation\fake\fake_16821.jpg,0,0.00023983388382475823
data\validation\fake\fake_16822.jpg,0,1.6922576833167113e-05
data\validation\fake\fake_16823.jpg,0,0.00024638877948746085
data\validation\fake\fake_16824.jpg,0,3.728517549461685e-05
data\validation\fake\fake_16825.jpg,0,0.00014486776490230113
data\validation\fake\fake_16826.jpg,0,0.6325082778930664
data\validation\fake\fake_16827.jpg,0,0.0019591294694691896
data\validation\fake\fake_16828.jpg,0,2.3432490706909448e-05
data\validation\fake\fake_16829.jpg,0,0.00028108942206017673
data\validation\fake\fake_1683.jpg,0,5.929643407398544e-07
data\validation\fake\fake_16830.jpg,0,2.0249761291779578e-05
data\validation\fake\fake_16831.jpg,0,4.847343461733544e-06
data\validation\fake\fake_16832.jpg,0,3.6438234474189812e-06
data\validation\fake\fake_16833.jpg,0,8.826990961097181e-05
data\validation\fake\fake_16834.jpg,0,0.00025508253020234406
data\validation\fake\fake_16835.jpg,0,7.0710389081796166e-06
data\validation\fake\fake_16836.jpg,0,0.08944268524646759
data\validation\fake\fake_16837.jpg,0,0.00010919794294750318
data\validation\fake\fake_16838.jpg,0,0.0015500889858230948
data\validation\fake\fake_16839.jpg,0,0.0008279939647763968
data\validation\fake\fake_1684.jpg,0,9.495812491877587e-07
data\validation\fake\fake_16840.jpg,0,0.971465528011322
data\validation\fake\fake_16841.jpg,0,0.0009560378966853023
data\validation\fake\fake_16842.jpg,0,1.5967927538440563e-05
data\validation\fake\fake_16843.jpg,0,1.3452559869620018e-05
data\validation\fake\fake_16844.jpg,0,4.4304637413006276e-05
data\validation\fake\fake_16845.jpg,0,0.0012091064127162099
data\validation\fake\fake_16846.jpg,0,7.69054822740145e-05
data\validation\fake\fake_16847.jpg,0,0.001259006792679429
data\validation\fake\fake_16848.jpg,0,0.0005645070341415703
data\validation\fake\fake_16849.jpg,0,0.0020881996024399996
data\validation\fake\fake_1685.jpg,0,7.843778803362511e-06
data\validation\fake\fake_16850.jpg,0,0.00021235820895526558
data\validation\fake\fake_16851.jpg,0,0.00014239763549994677
data\validation\fake\fake_16852.jpg,0,0.0006426793988794088
data\validation\fake\fake_16853.jpg,0,1.768254719536344e-06
data\validation\fake\fake_16854.jpg,0,0.00018668817938305438
data\validation\fake\fake_16855.jpg,0,3.2299917052114324e-07
data\validation\fake\fake_16856.jpg,0,0.003992209676653147
data\validation\fake\fake_16857.jpg,0,7.636717054992914e-05
data\validation\fake\fake_16858.jpg,0,0.0005515786469914019
data\validation\fake\fake_16859.jpg,0,0.0011349216802045703
data\validation\fake\fake_1686.jpg,0,3.7290672594281205e-07
data\validation\fake\fake_16860.jpg,0,0.0008651026873849332
data\validation\fake\fake_16861.jpg,0,2.1638299585902132e-05
data\validation\fake\fake_16862.jpg,0,0.0014815374743193388
data\validation\fake\fake_16863.jpg,0,0.31465229392051697
data\validation\fake\fake_16864.jpg,0,1.6722075088182464e-05
data\validation\fake\fake_16865.jpg,0,0.0005061988485977054
data\validation\fake\fake_16866.jpg,0,0.0016519182827323675
data\validation\fake\fake_16867.jpg,0,0.645667314529419
data\validation\fake\fake_16868.jpg,0,0.013199150562286377
data\validation\fake\fake_16869.jpg,0,0.0012641979847103357
data\validation\fake\fake_1687.jpg,0,1.1059396456403192e-05
data\validation\fake\fake_16870.jpg,0,0.00019698526011779904
data\validation\fake\fake_16871.jpg,0,0.9999924898147583
data\validation\fake\fake_16872.jpg,0,2.4192075215978548e-05
data\validation\fake\fake_16873.jpg,0,1.1602162885537837e-05
data\validation\fake\fake_16874.jpg,0,7.156040373956785e-05
data\validation\fake\fake_16875.jpg,0,0.0005516004748642445
data\validation\fake\fake_16876.jpg,0,0.0001679508131928742
data\validation\fake\fake_16877.jpg,0,3.73959555872716e-05
data\validation\fake\fake_16878.jpg,0,0.0007668157923035324
data\validation\fake\fake_16879.jpg,0,2.3247459466801956e-05
data\validation\fake\fake_1688.jpg,0,1.5931948382785777e-06
data\validation\fake\fake_16880.jpg,0,0.0011681803734973073
